Image_ID,orig_covid_ms1.50 - fib score,orig_covid_ms1.50 - fib score manip,manip - fib
611,0.050515931,0.948011756,0.897495825
612,0.081136569,0.985791445,0.904654875
613,0.074550383,0.973212361,0.898661979
614,0.008837234,0.813788176,0.804950941
615,0.000781794,0.049679354,0.04889756
616,0.005000823,0.646371424,0.641370601
617,0.003292568,0.505462348,0.502169781
618,0.003433841,0.699203908,0.695770068
619,0.006378839,0.805211663,0.798832824
620,0.030000608,0.865133882,0.835133273
621,0.068989769,0.992852867,0.923863098
622,0.04226077,0.931110501,0.888849732
623,0.292933255,0.994382977,0.701449722
624,0.005982581,0.851860702,0.845878121
625,0.001690697,0.009014799,0.007324102
626,0.00383642,0.874811232,0.870974812
627,0.019337434,0.961064041,0.941726606
628,0.008138424,0.80137527,0.793236846
629,0.010097325,0.901915014,0.891817689
630,0.040977631,0.940575242,0.899597611
631,0.019738881,0.630324602,0.610585721
632,0.016247107,0.890826464,0.874579357
633,0.001378389,0.406029433,0.404651044
634,0.094308428,0.951733887,0.857425459
635,0.001418905,0.525510132,0.524091227
636,0.014616356,0.56513238,0.550516023
637,0.000683331,0.584264994,0.583581663
638,0.004358604,0.734917998,0.730559395
639,0.000567514,0.003298259,0.002730745
640,0.053076573,0.666243374,0.613166802
641,0.002136113,0.216752142,0.214616029
642,0.000644712,0.08519379,0.084549078
643,0.09112107,0.946461737,0.855340667
644,0.006976043,0.860867321,0.853891278
645,0.299036801,0.440072209,0.141035408
646,0.002467114,0.178636089,0.176168975
647,0.002294213,0.216984376,0.214690163
648,0.003921855,0.019030442,0.015108587
649,0.012639104,0.213415787,0.200776682
650,0.197781131,0.826195955,0.628414825
651,0.00306434,0.251419008,0.248354668
652,0.001098501,0.070458911,0.06936041
653,0.000553978,0.106723838,0.10616986
654,0.009595634,0.424761355,0.415165721
655,0.010945595,0.6575647,0.646619105
656,0.052184988,0.870586991,0.818402003
657,0.228291944,0.99390465,0.765612707
658,0.010175218,0.709426939,0.699251722
659,0.001333865,0.609352112,0.608018246
660,0.003044937,0.795766234,0.792721297
661,0.000512492,0.002037685,0.001525194
662,0.003296197,0.895258486,0.891962289
663,0.100420445,0.574476421,0.474055976
664,0.03918054,0.870709598,0.831529059
665,0.7919783,0.974157631,0.182179332
666,0.000771797,0.298789889,0.298018092
667,0.314058155,0.987947285,0.67388913
668,0.00288181,0.745855868,0.742974058
669,0.012509706,0.969892144,0.957382438
670,0.014107171,0.904810071,0.8907029
671,0.00599507,0.73012656,0.72413149
672,0.116837606,0.979541481,0.862703875
673,0.000218865,0.223173603,0.222954738
674,0.000929552,0.021529894,0.020600342
675,0.004461469,0.055036675,0.050575207
676,0.000504711,0.312960774,0.312456063
677,0.012548868,0.667545497,0.65499663
